,caption,class
154,People are having a conversation with mechanisms and occasional coughing and ticking sounds.,0
155,"People are singing, speaking, coughing, and breathing while music plays.",0
156,Someone is coughing briefly.,0
157,"A woman speaks while a group of people listen to music, clap, cough, and speak.",0
158,"A woman and others are speaking, coughing, and giggling.",0
159,"People are speaking, coughing and breathing.",0
160,A young male is coughing.,0
161,"A woman is speaking, people are talking, a bird is cawing, and someone is coughing.",0
162,Someone pants and coughs before a sound effect and human speech are heard.,0
163,"Coughing, a man speaking, and running sounds can be heard with background noise.",0
164,"Something shuffles, a man speaks, two taps, a splash and then someone sips and coughs",0
165,Someone coughs as people speak softly near a bus stop.,0
166,Someone coughing at home.,0
167,A woman and man are speaking and coughing while a television plays in the background.,0
168,Coughing and music play as a creak and clip-clop are heard and a human voice is heard.,0
169,A male is coughing sick.,0
170,"A baby makes coughing, cooing, and moaning sounds.",0
171,"A woman is talking while a baby speaks in the background, a man and woman speak and someone coughs.",0
172,"Yearling males sleeping are making sounds of snorting, coughing, and breathing, with a colony in the background.",0
173,Someone is coughing or choking.,0
174,"Mechanisms, clicking, breathing, and human voices mix with a child speaking and occasional coughing and brief tones.",0
175,"People are running, coughing, gasping, speaking, walking, and playing video games with crickets chirping and wind blowing.",0
176,Someone is light coughing.,0
177,"A man is speaking, coughing and speaking again while music plays.",0
178,"A man speaking, toilet flushing, coughing and human voices.",0
179,"A man is speaking, coughing, and making ticking sounds with conversation and wind in the background.",0
180,A person coughs in the background as a person is making a broadcast.,0
181,"A person coughs, and a dog growls",0
182,"A man is speaking and shouting in a noisy environment, with coughing and human voices in the background.",0
183,"People are speaking, coughing, and making noises in a library.",0
184,Someone is coughing and shifting position in a church or music hall.,0
185,A man coughs before he sprays something,0
186,"A person coughs and burps, while tapping and breathing can be heard in the background.",0
187,"People make sounds, mechanisms are heard, people cough and breathe.",0
188,"People speak, cough, shout, and mechanisms and ticks are heard.",0
189,"Mechanisms and women speaking can be heard, with coughing sounds in the background.",0
190,"Background noise, cash register sounds, and men speaking can be heard with occasional coughing and ticking.",0
191,"A person coughs, then chants and breathes while birds sing.",0
192,A sick man is coughing in a food court.,0
193,"People are speaking, coughing, and opening a door in a big hall.",0
194,After the lighter clicks and lights the cigarette the man coughs.,0
195,"Men are speaking, breathing, giggling, coughing, and ticking sounds are heard.",0
196,"A baby is laughing, television noise is heard, women are speaking, and babies are babbling.",1
197,"The wind is blowing, water is splashing, people are speaking in the background, and an adult male is laughing in the foreground",1
198,"Children sing, laugh, and sing again accompanied by music and a male choir.",1
199,"People are conversing, laughing, whistling, and making various sounds over mechanisms.",1
200,"People are laughing, speaking, and tapping while a baby giggles.",1
201,"Children are speaking, music is playing, and a woman is laughing.",1
202,A girl talks and screams while her friend laughs,1
203,"The wind, ocean, and wind noise can be heard, whales vocalize, and people speak and laugh.",1
204,People are laughing and speaking while it rains.,1
205,Two women talks and laughs,1
206,"A woman and men are speaking, mechanisms are working, and laughter is heard.",1
207,A rooster crows then an animal vocalizes and someone laughs,1
208,A man is laughing uncontrollably.,1
209,A baby laughs and hiccups,1
210,A person burps and a people laugh and yell out,1
211,"Men speaking, people talking, mechanisms, human voice, surface contact, human sounds, and laughter are present.",1
212,"A man speaks on TV, with snoring and breathing in the background, and laughter from a man and woman.",1
213,People laughing then a splash of water followed by a baby gurgling and whining,1
214,Laughter and background noise with a waterfall and men speaking are heard.,1
215,"An adult male is singing and speaking, and a crowd laughs and applauds",1
216,People are laughing and a man is speaking amidst the sound of mechanisms and a squeal.,1
217,"People laugh and gasp, with human voice.",1
218,A person speaks and a child burps followed by laughter.,1
219,A man is laughing sincerely.,1
220,A woman expressing surprise and laughing,1
221,Laughter and applause while a man speaks,1
222,Crowd laughs while man speaks,1
223,A person laughs then multiple other people begin laughing,1
224,Someone is laughing with the pitch and treble raised.,1
225,A man speaks to a group of people who laugh in amusement,1
226,"Air conditioning, background noise, laughter and male speech are heard.",1
227,An adult female is laughing,1
228,Two person hiccups and laughs,1
229,"A woman talks nearby, followed by laughter",1
230,"A woman speaks, burps, laughs, and breathes while mechanisms tick in the background.",1
231,"Ticking, men speaking, conversation, music, laughter, women speaking, ticking, and more laughter and speaking are heard.",1
232,"Men and women are speaking, laughing, tapping, and shouting.",1
233,"People are laughing, listening to music and TV, hiccuping, talking, and scraping, and there are clicking sounds.",1
234,"A man and a group speak, with breaths and laughter, including a woman's speech.",1
235,"Waves coming ashore, a clock bell ringing the hour, then a child laughs.",1
236,"People are talking, laughing, making sounds, and breathing.",1
237,"Water splashing, mechanisms, human sounds like babbling, laughter, shouting, and conversation.",1
238,"People laugh, mechanisms sound, gasps are heard, and human sounds fill the air.",1
239,A child burps a few times and a person laughs,1
240,Wind and human voices can be heard with a child speaking and laughing.,1
241,"A shot and a blast occur, followed by an adult female speaking and an adult male laughing",1
242,Someone is talking while people laugh in the background,1
243,"Wind, a truck, and men are speaking and laughing, with air horn and breathing sounds.",1
244,"Background noise, baby laughter, and a woman are speaking.",1
245,An audience applause as a man laughs and then speaks,1
246,"Laughter, horse hooves, whoops, and human voices can be heard, along with wind noise.",1
247,"People are laughing, barking, and speaking over wind and ticking.",1
248,"A distorted, inhuman, evil laugh is heard.",1
249,"Women are speaking, laughing, and making human sounds with mechanisms in the background.",1
250,"A woman speaks and laughs with hiccups, and a man speaks with breathing sounds.",1
251,"A soft wind blows while crickets chirp, a bird squawks three times and a man speaks then laughs.",1
252,"A firecracker is heard, with background noise and child laughter.",1
253,"People are laughing, screaming, and shouting with battle cries and a man speaking.",1
254,A group of people talking and laughing,1
255,"Babies are laughing and people are talking, making baby laughter sounds, and breathing.",1
256,"Honking, women speaking and shouting, mixed with laughter, breathing and shouting, can be heard.",1
257,"A woman is speaking, people are laughing and breathing, and a man is speaking while water fills a bathtub and mechanisms operate.",1
258,"Laughter, breathing, and ticking sounds mix with wind and female speech.",1
259,"People are talking, laughing, burping, and making various sounds.",1
260,"A woman is speaking, mechanisms are running, and people are laughing and tearing.",1
261,A man talks followed by a fast vehicle accelerating and moving away while kids laugh,1
262,"Some one laughing followed by an angry man swearing, a big pop and a distraught laugh",1
263,Young people talking and laughing at a party.,1
264,"People are talking, laughing, singing and conversing in a noisy environment.",1
265,Someone is tickling a child and making them laugh.,1
266,"A baby cries, birds sing, and people talk and laugh over ticking background noise and bird flight.",1
267,A group of people are talking and laughing.,1
268,"Someone is laughing with distortion, phaser and reverb effects.",1
269,"Baby laughter, mechanisms, and breathing are heard, with ticks.",1
270,A passenger ferry is making diesel engine noise and people are talking and laughing.,1
271,Someone is laughing happily.,1
272,"People are laughing, speaking, ticking and making slapping sounds.",1
273,"Wind blows with baby laughter, jackhammer, and surface contact sounds.",1
274,"A woman and children are speaking, laughing, babbling and making occasional ticks and taps.",1
275,Young females laughing and wheezing,1
276,"People are laughing, speaking, tapping, and listening to music.",1
277,Laughter and music with a man singing.,1
278,Two women talking and laughing followed by a door banging softly as a door creaks repeatedly,1
279,"A siren sounds, mechanisms run, wind noise is present, and children are speaking and laughing.",1
280,Birds are chirping and singing as a woman speaks and laughter is heard.,1
281,"Water runs and splashes, people speak and laugh",1
282,Hubbub and engine sounds are heard intermittently while men speak and laugh.,1
283,"Children are laughing, giggling, and talking.",1
284,Adults and children engage in conversation and laughter.,1
285,A man speaks softly then burps which leads to a baby laughing,1
286,Two young men laughing and talking as a cat meows,1
287,Crowd cheers and a man speaks with background noise and laughter.,1
288,"People are laughing, speaking, and using cutlery while mechanisms are heard.",1
289,"A man is speaking, music is playing, singing and breathing, with laughter, clicking and burping.",1
290,Wind blows strongly while people talk and laugh followed by a helicopter flying far away,1
291,"People laugh, speak, run, bleat, and play with hubbub sounds.",1
292,"Background noise and people talking, laughing, clapping, and tapping are heard.",1
293,A man is burping loudly while people laugh in amusement,1
294,"A man speaks loudly with background noise, music, wind, and a crowd, followed by ticking, artillery fire, shouting, laughter, and whistling.",1
295,"People laugh, whistle, speak, and fire crackles.",1
296,A man speaks then burping and laughing,1
297,"A woman and man are speaking, water is heard, and laughter is heard.",1
298,Wind blows and birds chirp as a woman speaks and laughs.,1
299,"People are talking, breathing, and laughing, with a man speaking and another man giggling.",1
300,"A busy city street with people talking, laughing, car alarms and other sounds.",1
301,Boiling water is heard with sounds of mechanisms and a woman speaking followed by laughter.,1
302,"Tearing, man speaking, conversation, laughter, tapping, and clicking sounds.",1
303,"Music plays, people are talking and laughing, and various sound effects can be heard.",1
304,People are laughing and speaking in a public space.,1
305,A woman laughs softly and then hiccups and a baby laughs at her,1
306,Male speech and laughter are mixed with bird and owl sounds inside a small room.,1
307,"People speak, laugh and music plays while tapping and a boing sound is heard.",1
308,Several people laugh loudly with a dog bark,1
309,Kids are talking and laughing,1
310,"Young men laugh as some water is drawn from a tap, drank and then spit out",1
311,"People sing, laugh, and make human sounds while mechanisms tick and someone hiccups.",1
312,"Women and men speak, play music, and laugh.",1
313,"People are laughing, breathing, and dogs are barking.",1
314,"People laugh, listen to music, and sing with a cat meowing.",1
315,People speak with laughter and accelerating cars with barking.,1
316,A man is speaking to a crowd while they laugh and tick.,1
317,"A woman is speaking and people are laughing, listening to music and talking.",1
318,A crowd laughing then applauding and cheering,1
319,A person talking and laughing on the phone,1
320,"The wind is blowing, people are speaking and making surface contact sounds, a dog is growling, birds are singing, and people are laughing.",1
321,People are laughing and speaking with tapping and breathing sounds.,1
322,"Music plays while men and women are talking and birds are singing, with ticking, wind, laughter, splattering, shouting, and splashing sounds.",1
323,"People are laughing, farting, watching television, tapping, and clapping.",1
324,"A crowd is cheering and applauding as a man speaks, laughs, and taps in between.",1
325,Laughter and human voices mix with breathing.,1
326,"Baby laughs, giggles and sputters.",1
327,A baby is laughing while sounds of breathing and mechanisms can be heard.,1
328,"Women are speaking and laughing, babies giggling in the background.",1
329,A crowd of people laughing while a man is speaking on a microphone followed by a crowd of people applauding and cheering then another man shouting,1
330,Vehicle passes by as man laughs,1
331,Laughter and a man speaking can be heard with background noise and an air brake and heavy engine in the background.,1
332,Someone laughs then people begin talking and someone burps then people begin laughing and talking,1
333,"The squealing of a vehicle echoes inside a building, and someone laughs",1
334,People are communicating and laughing while gusts of wind and ocean currents are in progress,1
335,Short cuts of a woman laughing,1
336,"Mechanical sounds, human sounds, laughter, and ticking occur while breathing and speech are made.",1
337,Baby laughter and human sounds fill the air.,1
338,A man laughs and guffaws softly as an even softer snore is in the background,1
339,"Heartbeats, human voices, mechanisms, laughter and speech are heard.",1
340,A person is snoring while another person is laughing deeply,1
341,"There is laughter, screaming, crying, a man's speech, television sounds, and a slap.",1
342,"A woman talks, while water splashes and other people laugh.",1
343,"A crowd is clapping, whistling, and laughing, and a choir and musicians are performing.",1
344,People laughing and talking,1
345,"A car is driving, wind is blowing, insects are chirping, people are shuffling, speaking, laughing, and tapping.",1
346,"Laughter, woman speaking, clapping, and breathing are heard.",1
347,A young child laughs followed by a woman speaking shortly followed by a child laughing and another child speaks from a short distance,1
348,"A woman is speaking, laughing and breathing while music plays.",1
349,"A woman speaks in conversation with various sounds around her, including a child's laughter and a bicycle.",1
350,"People are talking and laughing during speech, with a background noise and trickling sound.",1
351,"A man is shouting, wind is blowing, and explosions are happening with laughter and ticking noises in the background.",1
352,"A group of people are having a conversation, birds are chirping, and there are sounds of laughter and roars.",1
353,Audio feedback followed by a man shouting then an infant laughing and a man talking,1
354,"Laughter, women and men speaking, shouting, and mechanisms can be heard.",1
355,A man speaks followed by a cat meow without stopping followed by people laughing and a man talking,1
356,"A strange, high-pitched child's laugh is being made.",1
357,People laugh and breathe in the background.,1
358,A man sings and snaps fingers to music and laughter.,1
359,"An adult female speaks and laughs, and female children speak",1
360,Lady and a baby laughing,1
361,A baby is laughing with background human sounds and breathing.,1
362,"A child is singing, speaking, laughing, and surrounded by mechanisms.",1
363,A child laughs with some humming and a woman speaking,1
364,A vehicle engine accelerating with a series of tires squeaking and a man laughing,1
365,A man speaks and breathes while mechanisms and laughter sounds are heard.,1
366,Faint continuous snoring with people laughing,1
367,"People are laughing, speaking, music is playing, and a bleat is heard.",1
368,"Adult males speak and laugh in the background, while another adult male speaks in the foreground and droning, amplified speech occurs in briefly in the distance",1
369,People are laughing from a crowd.,1
370,"Laughter and speech babble mix with child speech, female speech, and the sound of mechanisms.",1
371,"Laughter, woman speaking, conversation, breathing, and more laughter and woman speaking.",1
372,"Background noise, children and a man speaking, laughter, and breathing can be heard.",1
373,A person snores and another person laughs while someone else talks,1
374,"Laughter and male speech are heard, followed by a thump, a cat meowing, and breathing.",1
375,A man speaks and blows a train horn then laughs,1
376,A vehicle engine accelerating as a crowd of people talk and laugh in the background,1
377,"Mechanisms operate amid human sounds, whispers, sound effects, and laughter.",1
378,Women laugh and a woman burps twice as others talk and laugh more,1
379,People are laughing and speaking while breathing in the background.,1
380,A group of people is laughing and having fun in a room.,1
381,People are laughing and splashing with children speaking nearby.,1
382,"People are laughing, murmuring, and clanking at a dinner party or restaurant.",1
383,Kids speak followed by an animal crying and a person laughing.,1
384,A woman is speaking and water is pouring while someone is laughing and babbling in the background.,1
385,"A medium engine is heard, a man is speaking, and there are beeps and ticks, followed by car alarms and laughter.",1
386,"Men and women converse, laugh, cry, and tick sounds are heard.",1
387,"Mechanisms, children speaking, clicking, breathing, scratching, laughter, and human voice are heard.",1
388,A man laughs and speaks.,1
389,Men are speaking and laughing in the wind.,1
390,People are talking and mechanisms are ticking with a child's speech and laughter.,1
391,"People are talking, breathing, laughing, and making camera noises, with wind and ticking sounds.",1
392,A person sighing and leather noises in a wake up scene.,2
393,A woman is sighing.,2
394,Recording of a despondent male sigh.,2
395,Someone is making a sigh of happiness.,2
396,A woman speaks followed by a man snoring and then sighing,2
397,Someone is drinking water followed by a sigh.,2
398,A female sigh is heading to a noise component.,2
399,Loops of a female sigh are playing in parallel.,2
400,Higher density field built of female sighs.,2
401,A woman is speaking and sighing with background noise and a camera clicking.,2
402,"People are speaking, breathing, and making vocalizations, including gasps, sighs, groans, and pants.",2
403,Human and baby sounds mix with sighing.,2
404,A woman sighs.,2
405,"People make various sounds including sighs, farts, and human sounds.",2
406,A woman sighing.,2
407,Someone is inhaling and sighing.,2
408,Typing on a computer keyboard as a man talks before sighing,2
409,A man talks and then sighs while a scraping sounds makes noise.,2
410,"People are conversing, music is played, a man speaks, sighs, sound effects, human sounds, breathing, and a child speaks.",2
411,"Music, human voices, walking, breathing, sound effects, and sighing.",2
412,"A man is speaking with background noise, a video game sound, bird tweets, alarm clock, and sighing.",2
413,"Someone is breathing hard and sighing ""oh yeah"".",2
414,Groaning and sighing sounds are heard with human voices.,2
415,A woman speaking and sighing before talking again,2
416,Someone is sighing with melancholy.,2
417,"Music plays while a man speaks, sighs, and rubs with silence in between.",2
418,A young male is sighing.,2
419,A person is breathing and clucking while surface contact and sighing is heard.,2
420,"Woman is sighing, moving something, and typing briskly.",2
421,A person is sighing.,2
422,"A woman talks, machines tick and tap, dishes clatter, and someone sighs.",2
423,"In an otherwise quiet environment, a young male speaks and sighs",2
424,Someone is recording their sighs while trying to narrate a fiction.,2
425,"Human voices, sighs, and a man speaking are heard, along with background noise, a door opening, and surface contact.",2
426,A small motor is running and in the middle of it a man sighs,2
427,"Someone is breathing heavily, sighing or moaning.",2
428,Someone is breathing heavily with swallowing and vocal sighs.,2
429,"Music, a man speaking, sighing, crickets, and a waterfall can be heard over breathing.",2
430,Someone is sighing and moving slightly.,2
431,A woman walks quickly down the hall and a man sighs heavily while filling his cup at the water cooler.,2
432,A woman speaks and sighs with human voices in the background.,2
433,A little girl is sighing.,2
434,A girl sighs for video games.,2
435,Someone sighing and scratching.,2
436,A woman speaks then a cat sighs,2
437,"Person is moving, lying and sighing in a creaking bed.",2
438,"Human sounds, background noise, sighing, and breathing can be heard.",2
439,"A man is speaking, followed by a conversation and noise, then more speech and a sigh.",2
440,"Mechanisms, people, including children, are speaking, tapping, sighing, and making squeaking sounds with background noise.",2
441,"A man is speaking, with background sounds of wind and a river, and another man sighing and speaking.",2
442,A dog barks then growls then someone sighs and the dog growls again,2
443,A young woman is sighing.,2
444,Someone is gasping or sighing.,2
445,Someone is sighing pensively.,2
446,"A woman is speaking on the phone with a man, with occasional breathing, sighs, and ringing tones.",2
447,"People are speaking, making mechanical sounds, sighing, giggling, and breathing.",2
448,A man sighing followed by shuffling footsteps and plastic clanking then a man speaking,2
449,"A speech synthesizer is speaking, sound effects are heard, water is splashing, a person is sighing, and sound effects are heard.",2
450,"Cricket loudly chirping, a person sighs, while in the background a horn toots and traffic moves on the streets.",2
451,Young male sighing.,2
452,A female sighs in a high register.,2
453,Paper is crumpling and a person sighs,2
454,Person is sighing.,2
455,"A male sighs ""end of the day"".",2
456,"Wind noise, men speak, sighing and breathing is heard.",2
457,"People are breathing, sighing, clicking and speaking with background noise.",2
458,"A woman is speaking, sighing, and gasping.",2
459,Music and sound effects are heard with tapping and sighing followed by male voices.,2
460,Alarms sound and people sigh and breathe.,2
461,A man speaks and sighs,2
462,Someone is sighing deeply.,2
463,Someone clangs keys and then sighs,2
464,"A sigh is heard over background noise, a man speaks, glass shatters, whooshing sound is heard, music plays, and zippers and surface contact are heard.",2
465,Someone is sighing during sex.,2
466,"Footsteps, speech, and sound effects are heard with a man sighing and panting.",2
467,A woman is making scared or sighing sounds.,2
468,A man is sighing.,2
469,"Crumpled paper, footsteps, and men talking while zipping and sighing, then doors slamming and footsteps walking away.",2
470,Someone is making a soft sigh.,2
471,"A man speaks, background noise, and cawing birds are heard, with sighs and more cawing in the background.",2
472,A man is sighing and gasping.,2
473,A man is speaking and breathing with human sounds and a sigh.,2
474,Some insects fly then a man sighs and birds tweets far away,2
475,A female seal is snoring and sighing. A pup is calling nearby. Others are calling in the background. Waves are lapping the shore.,2
476,A child is sighing.,2
477,Exasperation sigh by a man.,2
478,"Music, mechanisms, sighs, and male speech blend with the sounds of a pig and a sound effect.",2
479,"Breathing, mechanisms, people are speaking and sighing, and a ticking sound can be heard.",2
480,"Someone is taking a drink, gulping it down, and sighing.",2
481,Someone is sighing a couple of times.,2
482,Someone made a sigh.,2
483,Man is sighing with exasperation.,2
484,Someone is sighing during an interview.,2
485,Someone is sighing longingly.,2
486,A man is sighing in frustration.,2
487,Someone is sighing out of disappointment or frustration.,2
488,"A chirp tone, a man speaking, a gunshot, sighs, and other sounds are heard.",2
489,Someone is sighing contentedly.,2
490,A person makes a sound and sighs before a telephone rings and burping occurs,2
491,"Someone is tiredly whistling, sighing and then whistling again.",2
492,"In an otherwise quiet environment, an adult male sobs and sigh while crying",2
493,A human sigh with a hint of surprise.,2
494,Someone is making sighing noises.,2
495,"Men speaking, sighing, and breathing can be heard over conversation and whispering.",2
496,Women and men speak and mechanisms tick while sighing and background noise are audible.,2
497,Someone is sighing and making leather noises.,2
498,A female sigh is playing irregularly in parallel.,2
499,"Men sing, music plays, beeping sounds are heard, and someone sighs.",2
500,"Shoes clicking against the floor alternating speed, slow to fast many times, and a girl breathes out and sighs.",2
501,An instrumentally expressed sigh is playing.,2
502,"A man is speaking, walking, sighing, and breathing with background noise.",2
503,Someone is sighing when a light blinds their vision.,2
504,Someone is sighing on a couch.,2
505,"People are typing, sighing, and speaking on the telephone.",2
